139,,"46.2680","43.7580","46.2820","43.7580",
140,,"46.2820","43.7590","46.2850","43.7640",
141,,"46.2840","43.7680","46.2660","43.8020",
142,,"46.2660","43.8020","46.270","43.8330",
143,,"46.270","43.8340","46.2850","43.8590",
144,,"46.2850","43.8590","46.3080","43.8740",
145,,"46.3080","43.8750","46.3170","43.8860",
146,,"46.3180","43.8870","46.5020","43.8870",
147,,"46.5030","43.8060","46.5020","43.8870",
148,,"46.5170","43.7680","46.5020","43.8060",
149,,"46.5020","43.8050","46.4120","43.8030",
150,,"46.4110","43.8040","46.4050","43.7990",
151,,"46.4040","43.7990","46.4050","43.710",
152,,"46.5170","43.7690","46.5240","43.7640",
153,,"46.5240","43.7650","46.680","43.7770",
154,,"46.6790","43.7770","46.6750","43.8740",
155,,"46.6750","43.8750","46.6130","43.8740",
156,,"46.6120","43.8750","46.6130","43.8460",
157,,"46.5040","43.840","46.5460","43.8430",
158,,"46.5460","43.8430","46.5470","43.8740",
159,,"46.6790","43.7770","46.6960","43.7660",
160,,"46.5590","43.7140","46.5570","43.7680",
